Input_SMILES,Predicted_SMILES,Input_Groups,Predicted_Groups
Cc1cc(C)cc(NCc2cnc3nc(N)nc(N)c3c2C)c1,COc1ccc(C)c(OCc2cnc3nc(N)nc(N)c3c2C)c1,"NC,c1ccccc1","Nc,c1ccccc1"
COC(=O)Nc1ccc(Cl)cc1,COC(=O)c1ccc(Cl)cc1,"NC,c1ccccc1",c1ccccc1
OC1=CC=CC(=CC1=O)c2ccccc2,CCNC=CC(=CC(=O)O)c1ccccc1,c1ccccc1,"NC,C=C,C=C(C=O),c1ccccc1"
CN(C)C(=O)Nc1ccc(F)cc1,CN(C)C(=O)Nc1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
C(#Cc1ccccc1)c1ccccc1,C(c1ccccc1N)c1ccccc1,c1ccccc1,"Nc,c1ccccc1"
CN(C)C(=O)OCc1ccc(C(N)=O)cc1,CN(C)C(=O)Nc1ccc(C(N)=O)cc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)COc1ccccc1O,O=C(O)Cc1ccccc1,c1ccccc1,c1ccccc1
CCNC(=O)c1ccccc1,CNC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CC(C)Oc1ccccc1N2CCN(CC2)[C@@H]3CC[C@@H](CC3)NS(=O)(=O)Cc4ccccc4,CC(C)Oc1ccccc1N2CCN(CC2)[C@@H]3CC[C@@H](CC3)NS(=O)(=O)c4ccccc4,"NC,c1ccccc1","NC,c1ccccc1"
O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,O=CC(=O)N(O)N(c2ccccc2)c3ccccc3,c1ccccc1,"NC,c1ccccc1"
CCN(CC)C(=O)c1ccc(C)cc1,CCN(CC)C(=O)Nc1ccc(C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
Nc1cnc2ccccc2n1,Nc1ccccc1c1ccccc1,"Nc,c1ccccc1","Nc,c1ccccc1"
Cc1ccc(N)c(C)c1,Cc1ccc(C)c(C)c1,"Nc,c1ccccc1",c1ccccc1
CNC(=O)Oc1ccc(SC)cc1,NC(=O)c1ccc(F)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CN(C)CCNC(=O)c1ccccc1,CN(C)CC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
Clc1ccc(s1)S(=O)(=O)NC2CCN(CCOc3ccccc3)C2,Clc1ccc(cc1Cl)S(=O)(=O)NCCN(CC2c3ccccc3)CC2,"NC,c1ccccc1","NC,c1ccccc1"
Cc1ccc(C(C)C)cc1,COc1ccc(C(C)C)cc1,c1ccccc1,c1ccccc1
Fc1ccc(cc1)S(=O)(=O)N(CCCN2CCN(CC2)c3ccccc3)CC4CC4,COc1ccc(cc1)S(=O)(=O)N(CC2CCN(CC2)c3ccccc3)c4ccccc4,"NC,c1ccccc1","NC,c1ccccc1"
CCOC(=O)N1CCC(CC1)Nc2cc(OC)ccn2,CCOC(=O)c1ccc(CC1)c2ccc(Cl)cc2,NC,"C=C,C=C(C=O),c1ccccc1"
Nc1cc(Cl)c(Cl)cc1Cl,Nc1ccc(Cl)c(Cl)c1,"Nc,c1ccccc1","Nc,c1ccccc1"
O=C1C=C(NCCO)C(=O)c2ccccc21,O=C1C=C(C)C(=O)c2ccccc21,"NC,C=C,C=C(C=O),c1ccccc1","C=C,C=C(C=O),c1ccccc1"
CN(C)C(=S)Nc1ccccc1,CN(C)C(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
COC(=O)c1ccccc1C,COC(=O)c1ccccc1,c1ccccc1,c1ccccc1
Fc1ccc(Br)cc1,COc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
CN(C)C(=O)c1ccccn1,CN(C)C(=O)Nc1ccccc1,NC,"NC,c1ccccc1"
S=C=NCCCCc1ccccc1,CNC=C=Nc1ccccc1,"NC,c1ccccc1","NC,C=C,c1ccccc1"
COc1ccc(OCCN(C)C)cc1,COc1ccc(N(C)C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
COCC(=O)Nc1ccc(Cl)c(Cl)c1,NC(=O)c1cnc(Cl)c(Cl)c1,"NC,c1ccccc1",NC
CC(C)CN(CC(C)C)C(=O)COC(=O)c1ccccc1,CC(C)N(C(C)C)C(=O)NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
NC(=O)NS(=O)(=O)c1ccccc1,NC(=O)NS(=O)(=O)c1cnccc1,"NC,c1ccccc1",NC
COC(=O)c1ccc(Br)o1,COC(=O)c1ccc(Cl)cc1,No group,c1ccccc1
O=C(O)c1cc(Cl)cc(Cl)c1,O=C(O)c1ccc(Cl)c(Cl)c1,c1ccccc1,c1ccccc1
Fc1cc(F)c(F)c(F)c1F,Brc1cc(Cl)c(F)c(F)c1,c1ccccc1,c1ccccc1
CCOC(=O)c1cnc(NCc2ccc(F)cc2)n3nc(nc13)c4occc4,CCOC(=O)c1ccc(N(cc2)cc2)c3ccc(nc13)c4occc4,"NC,c1ccccc1",c1ccccc1
O=C(O)c1cc(O)c(Br)c(O)c1,O=C(O)c1cc(O)c(O)c(O)c1,c1ccccc1,c1ccccc1
O=C(O)c1ccccc1O,O=C(O)c1ccccc1,c1ccccc1,c1ccccc1
CCCCC(=O)Nc1ccccc1,CNC(=O)Nc1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CCC(C)C(=O)Nc1ccc(cc1)S(=O)(=O)N,CC(C)C(=O)Nc1ccc(cc1)S(=O)(=O)N,"NC,c1ccccc1","NC,c1ccccc1"
CCCN(CCC)C(=O)SCc1ccccc1,CCCN(CC)C(=O)c1ccccc1c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
COc1ccccc1NCC#N,COc1ccccc1-N,"NC,c1ccccc1","Nc,c1ccccc1"
CNC(=O)Oc1cc(Cl)cc(Cl)c1,NC(=O)c1ccc(Cl)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
COC(=O)Nc1ccccc1I,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CN(C)C(N(C)C)=S(I)c1cc(Cl)c(Cl)cc1Cl,CN(C)C(N(C)C)=S(I)c1ccc(Cl)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)Cc1ccc(F)cc1,O=C(O)Cc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
Cc1ccc(Cl)cc1C,Cc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
NCCC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3ccc4ccccc4c3,CN1CCN(CC1)C(=O)[C@@H](Cc2cccc(c2)C(=O)N)NS(=O)(=O)c3ccccc3,"NC,c1ccccc1","NC,c1ccccc1"
c1ccc(-c2cccs2)cc1,c1ccc(-c2ccccc2)cc1,c1ccccc1,c1ccccc1
CCOC(=O)c1cccs1,CCOC(=O)c1cncs1,No group,No group
NC(=O)Nc1ccc(Br)cc1,NC(=O)c1ccc(F)cc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C1CN(c2ccccc2)C(=O)N1,O=C1NC(CCCl)C(=O)N1,"NC,c1ccccc1",NC
COc1ccc(OCC(=O)NNC(C)C)cc1,COc1ccc(OC(=O)N(C)C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
Nc1ccc(CCO)cc1,Nc1ccc(N)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
CC(=O)N(C)CCOC(=O)c1ccccc1,CC(=O)N(C)C(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CN(C)Cc1ccccc1Oc2ccc(Cl)cc2,CN(C)Cc1ccccc1Sc2ccc(Cl)cc2,"NC,c1ccccc1","NC,c1ccccc1"
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccccn4,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccccc4,"NC,c1ccccc1","NC,c1ccccc1"
CC(C)Oc1ccccc1N2CCN(CC2)[C@@H]3CC[C@H](CC3)NS(=O)(=O)c4ccc(Cl)cc4F,CC(C)Oc1ccccc1N2CCN(CC2)[C@@H]3CC[C@H](CC3)NS(=O)(=O)c4ccc(F)cc4,"NC,c1ccccc1","NC,c1ccccc1"
COc1ccccc1NCC(C)=O,COc1ccccc1N(C)O,"NC,c1ccccc1","NC,c1ccccc1"
NS(=O)(=O)c1ccc(cc1)c2oc(nc2)C(=O)N3CCOCC3,NS(=O)(=O)c1ccc(cc1)n2cc(nn2)C(=O)NO,"NC,c1ccccc1","NC,c1ccccc1"
NC1=NCC(CN2CCN(c3ccccc3)CC2)O1,NC=NCC(N(CC2)CC2)c4ccccc4,"NC,c1ccccc1","NC,c1ccccc1"
CNC(=O)Oc1ccc(C)cc1,CNC(=O)c1ccc(C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
NNC(=O)Nc1ccc(C(=O)O)cc1,NS(=O)c1ccc(C(=O)O)cc1,"NC,c1ccccc1",c1ccccc1
Oc1cccc(CNCCC(c2ccccc2)c3ccccc3)c1,CN1CCN(CCN(c2ccccc2)c3ccccc3)cc1,"NC,c1ccccc1","NC,C=C,c1ccccc1"
CS(=O)(=O)Oc1ccccc1,CS(=O)(=O)c1ccccc1,c1ccccc1,c1ccccc1
CCC(=O)Nc1ccccc1,CC(=O)Nc1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
C=CCc1ccc(O)c(OC)c1,C=Cc1ccc(O)c(O)c1,"C=C,c1ccccc1","C=C,c1ccccc1"
CCc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,Nc1ccc(Cl)c(Cc2cnc(N)nc2N)c1,"Nc,c1ccccc1","Nc,c1ccccc1"
COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(cc3)c4ccccn4)CC2,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(cc3)c4ccccc4)CC2,"NC,c1ccccc1","NC,c1ccccc1"
CCCNC(=O)COC(=O)c1ccccc1,CCNC(=O)NS(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CCCCN(CCCC)CC(=O)NC1COc2ccccc21,CCCN(CCC)CC(=O)c1ccccc1c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
COc1cc(C(=O)NN)ccn1,COc1cc(C(=O)O)ccn1,NC,No group
O=C(O)c1cccnc1,O=C(O)c1ccccc1,No group,c1ccccc1
Cc1ccc(O)c(CO)c1,Cc1ccc(O)c(O)c1,c1ccccc1,c1ccccc1
CC(C)(C)NCC(O)COCCc1ccccc1,CC(C)(C)N(O)c1ccccc1c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C3CC3)nc2)n1,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,NC,"NC,c1ccccc1"
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(F)nc2)n1,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,NC,"NC,c1ccccc1"
CCN(CC)CC(=O)Nc1ccc(N)cc1,CCN(CC)C(=O)c1ccc(N)cc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(Nc1ccccc1)Nc2ccccc2,O=C(Nc1ccccc1)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CCOP(=O)(OCC)Oc1ccc(SC)cc1C,CS(=O)(OCC)Oc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
NS(=O)(=O)c1nnc(NC(=O)Cc2ccc(Cl)cc2)s1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CON(C)C(=O)Nc1ccc(Br)cc1,N(C)C(=O)Nc1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
COC(=O)c1ccco1,COC(=O)c1cncs1,No group,No group
CC(C)OC(=O)C(N)Cc1ccc(O)c(O)c1,CC(C)C(=O)N(N)Cc1ccc(O)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
CC(=O)Nc1ccc(Br)c(Cl)c1F,CC(=O)Nc1ccc(Cl)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
NC(=S)c1ccccc1,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Cl)cc2)cc1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CN(C)CC1(CCCCC1)c2ccc(Cl)c(Cl)c2,CN(C)c1ccc(CCCCC1)c2ccc(Cl)c(Cl)c2,"NC,c1ccccc1","NC,C=C,c1ccccc1"
NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(F)cc2)cc1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)cc2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(Cc1ccccc1)Nc1ccc(Cl)cc1,O=C(Nc1ccccc1)Nc1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
NC1CCc2ccccc2C1,NCCc1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
Clc1cc(Cl)c(Cl)c(Cl)c1,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,c1ccccc1,c1ccccc1
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CCCCCCc1ccc(N)cc1,CCCc1ccc(N)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
COc1ccc(\C=C\Cc2ccccc2\C=C\C(=O)O)cc1,COc1ccc(\C=C\CCC=C\C(=O)O)cc1,"C=C,C=C(C=O),c1ccccc1","C=C,C=C(C=O),c1ccccc1"
CC(=C(C#N)C#N)c1ccccc1,CC(C(C)N)C(N)c1ccccc1,"C=C,c1ccccc1","NC,c1ccccc1"
CNC(=O)COc1ccccc1,NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
C=Cc1cc(C)ccc1C,C=Cc1ccc(C)cc1,"C=C,c1ccccc1","C=C,c1ccccc1"
CCc1cccc2C[C@@H]3CNCCN3C(=O)c12,CN1CC2C[C@@H]3NCCN3C(=O)c2c1,"NC,c1ccccc1","NC,C=C,C=C(C=O)"
CNCc1cc(ccc1Oc2ccc(SC)cc2)C(=O)N3CCN(CC3)C4CC4,COc1cc(ccc1Oc2ccc(F)cc2)C(=O)N3CCCN(CC3)C4CC4,"NC,c1ccccc1","NC,c1ccccc1"
O=C(Nc1ccccc1)Oc1ccccc1,O=C(c1ccccc1)c1ccccc1,"NC,c1ccccc1",c1ccccc1
NCCc1cccnc1,NCCc1ccccc1,NC,"NC,c1ccccc1"
O=C(Cc1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,c1ccccc1,c1ccccc1
O=C(O)Cc1ccccc1,O=C(O)c1ccccc1,c1ccccc1,c1ccccc1
COc1cc(cc(OC)c1OC)C(=O)NCCC(=O)NNc2c3CCCCc3nc4ccccc24,COc1cc(cc(OC)c1OC)C(=O)NC(=O)Oc2c3CCCCc3nc4ccccc24,"NC,c1ccccc1","NC,c1ccccc1"
CC(=O)Nc1ccc(Cl)cc1F,CC(=O)Nc1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
Nc1ccc(Cl)c(Cl)c1Cl,Nc1ccc(Cl)c(Cl)c1,"Nc,c1ccccc1","Nc,c1ccccc1"
CCC(C)NC(=O)C=C(SC)c1ccccc1,CCC(C)OC(=O)C=C(c1ccccc1)c1ccccc1,"NC,C=C,C=C(C=O),c1ccccc1","C=C,C=C(C=O),c1ccccc1"
Clc1ccc(cc1Cl)C(CCN2CCOCC2)N3CCCC3,Clc1ccc(cc1)C(CCCN)c3ccccc3,"NC,c1ccccc1","NC,c1ccccc1"
CCCCCC(=O)NN,CCNC(=O)Nc1ccccc1,NC,"NC,c1ccccc1"
N#CCc1ccsc1,N#Cc1cccnc1,No group,No group
CCOC(=O)c1cnc(NC2CCCC2)n3nc(nc13)c4occc4,CCOC(=O)c1ccc(NCCN)n3nc(nc13)c4occc4,NC,NC
CNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,NC(=O)NS(=O)(=O)c1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CC(C)CC(NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)C(NC(=O)C(C)Cc1ccccc1)C(=O)O,"NC,c1ccccc1","NC,c1ccccc1"
NNC(=O)c1ccccc1Br,NNC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
N#Cc1ccc(CC(=O)Nc2ccccc2)cc1,N#CC1CCCCC1n1cc(C(=O)Nc2ccccc2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
NC(=O)c1ccc(I)cc1,NC(=O)c1ccc(Cl)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,CC1(CC=CC)C(=O)C(=O)NC1=O,"NC,C=C","NC,C=C"
COc1ccc(C)cc1N,COc1ccc(C)cc1,"Nc,c1ccccc1",c1ccccc1
NS(=O)(=O)c1ccc(CC\N=C\c2ccc(cc2)c3ccccc3)cc1,NS(=O)(=O)c1ccc(C\C=C\c2ccc(cc2)c3ccccc3)cc1,"NC,c1ccccc1","C=C,c1ccccc1"
Cc1cccc(C(C)C)c1,COc1ccc(C(C)C)cc1,c1ccccc1,c1ccccc1
Oc1ccc(cc1)N2CCN(CCCCNC(=O)c3cc4ccccc4cn3)CC2,Clc1ccc(cc1)N2CCN(CCCCNC(=O)c3cc4ccccc4s3)CC2,"NC,c1ccccc1","NC,c1ccccc1"
NC(Cc1ccccc1)C(=O)O,CCCN(Cc1ccccc1)C(=O)O,"NC,c1ccccc1","NC,c1ccccc1"
Fc1ccc(cc1Cl)S(=O)(=O)NCCCCN2CCN(CC2)c3nsc4ccccc34,COc1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3noc4ccccc34,"NC,c1ccccc1","NC,c1ccccc1"
CCCCCCCCNCCO,CCCCCCCCCc1ccccc1,NC,c1ccccc1
CCOP(=S)(OCC)Oc1ccc(SC)cc1Cl,CS(=S)(OCC)Oc1ccc(Cl)cc1,c1ccccc1,c1ccccc1
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36O,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36,"NC,c1ccccc1","NC,c1ccccc1"
NS(=O)(=O)c1cccc(Br)c1,NS(=O)(=O)c1ccc(Cl)cc1,c1ccccc1,c1ccccc1
NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccccc2)cc1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccccc2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CN(C)N=Nc1ccc(C(=O)O)cc1,CN(C)C=Nc1ccc(C(=O)O)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CN(C)CC(O)c1ccccc1,CN(C)C(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
C=Cc1ccc(CC)cc1,C#Cc1ccc(C)cc1,"C=C,c1ccccc1",c1ccccc1
CC(=O)c1ccccc1Br,CC(=O)c1ccccc1,c1ccccc1,c1ccccc1
OC1(CCN(CC1)C(c2ccccc2)c3cccs3)c4ccccc4,N(CCN(C)C(c2ccccc2)c3ccccc3)c4ccccc4,"NC,c1ccccc1","NC,c1ccccc1"
Clc1ccc(NC(=O)\C=C\c2ccccc2)cc1,COc1cc(NC(=O)C=C\c2ccccc2)c1,"NC,C=C,C=C(C=O),c1ccccc1","NC,C=C,C=C(C=O),c1ccccc1"
COc1ccc(cc1)c2cn(nn2)c3ccc(cc3)S(=O)(=O)N,COc1ccc(cc1)c2ccc(nn2)c3ccc(cc3)S(=O)(=O)N,c1ccccc1,c1ccccc1
O=C(Nc1ccc(F)cc1F)c1cc(Br)cc(Br)c1O,O=C(Nc1ccc(Cl)cc1)c1ccc(Cl)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
Oc1c(F)cccc1F,c1ccc(F)cccc1F,c1ccccc1,C=C
COC(=O)c1cccs1,COC(=O)c1cncs1,No group,No group
N#CC1CC(C(=O)N2CC(F)(F)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,N#CC1CC(C(=O)NC(C)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,"NC,c1ccccc1","NC,c1ccccc1"
CC(=S)Nc1ccccc1,CC(O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
CN(C)N=Nc1ccccc1C(=O)NN,CN(C)C=CC(=O)c1ccccc1,"NC,c1ccccc1","NC,C=C,C=C(C=O),c1ccccc1"
O=C(O)CCCCCCCc1ccccc1,O=C(O)c1ccccc1c1ccccc1,c1ccccc1,c1ccccc1
N#CC(C#N)=Cc1ccc(Cl)o1,N#CC1CC(C#N)=NN(Cl)cc1,C=C,"NC,C=C"
CNC(=O)Oc1cc(C)c(Cl)cc1C,CNC(=O)c1ccc(C)c(O)c1,"NC,c1ccccc1","NC,c1ccccc1"
O=C1NC(=O)C2(CCCC2)C(=O)N1,O=C1NC(=O)N(C)C(=O)N1,NC,No group
CCC(N)C1(CCCCC1)c2ccc(Cl)c(Cl)c2,CCC(N)c1ccc(CCCCC1)c2ccc(Cl)c(Cl)c2,"NC,c1ccccc1","NC,C=C,c1ccccc1"
Cc1ccccc1S(=O)(=O)NC(=O)Nc2ccc(nc2)S(=O)(=O)N,CSS(=O)(=O)NC(=O)c2ccc(cc2)S(=O)(=O)N,"NC,c1ccccc1","NC,c1ccccc1"
NS(=O)(=O)c1ccc(cc1)c2oc(nc2)C3CC3,NS(=O)(=O)c1ccc(cc1)c2ccc(nn2)c3ccccc3,c1ccccc1,c1ccccc1
COc1ccc(NC(=O)N(C)C)cc1Cl,COc1ccc(NC(=O)N(C)C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(c1ccccc1)c1cccnc1,O=C(c1ccccc1)c1ccccc1,c1ccccc1,c1ccccc1
CCCCCC(C1CCCCN1)c2ccc(Cl)cc2,CCCN(Nc2ccccc2)c2ccc(Cl)cc2,"NC,c1ccccc1","NC,c1ccccc1"
Nc1ncnc2c1ncn2[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O,Nc1ncnc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,Nc,Nc
NC(=O)c1c(F)cccc1Br,NC(=O)c1ccc(F)cccc1F,"NC,c1ccccc1","NC,C=C,C=C(C=O)"
CCCOC(=O)c1ccccc1O,CNC(=O)c1ccccc1,c1ccccc1,"NC,c1ccccc1"
NS(=O)(=O)c1ccc(cc1)\N=C\c2ccc(Br)cc2O,NS(=O)(=O)c1ccc(cc1)C=C\c2ccc(O)cc2,"Nc,c1ccccc1","C=C,c1ccccc1"
CCON(CC(=O)NO)S(=O)(=O)c1ccc(OC)cc1,CCNN(CC(=O)O)S(=O)(=O)c1ccc(C)cc1,"NC,c1ccccc1","NC,c1ccccc1"
CCOC(=O)c1cc(O)cc(O)c1,CCOC(=O)c1ccc(O)c(O)c1,c1ccccc1,c1ccccc1
CC(C)CCOC(=O)c1cc(O)c(O)c(O)c1,CC(C)OC(=O)c1cc(O)c(O)c(O)c1,c1ccccc1,c1ccccc1
CC(=O)NN=CCCc1ccccc1,CC(=O)NC=Cc1ccccc1,"NC,c1ccccc1","NC,C=C,c1ccccc1"
CCNCc1ccccc1,NCCc1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
COc1ccccc1N1CCN(CCNC(=O)c2cccs2)CC1,COc1ccccc1N2CCN(NC(=O)c3ccccc3)CC2,"NC,c1ccccc1","NC,c1ccccc1"
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(Cl)nc4,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(Cl)cc4,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)c1ccccn1,O=C(O)c1ccccc1,No group,c1ccccc1
COc1cccc(NC(=O)\C=C\c2ccccc2)c1,COc1cc(NC(=O)C=C\c2ccccc2)c1,"NC,C=C,C=C(C=O),c1ccccc1","NC,C=C,C=C(C=O),c1ccccc1"
NC(=O)Nc1ccc(Cl)c(Cl)c1,NC(=O)c1ccc(Cl)c(Cl)c1,"NC,c1ccccc1","NC,c1ccccc1"
CCC(=O)c1ccccc1O,CCC(=O)c1ccccc1,c1ccccc1,c1ccccc1
NC(=O)c1c(F)cccc1Cl,NC(=O)c1ccc(F)cccc1C,"NC,c1ccccc1","NC,C=C,C=C(C=O)"
Cc1cccc(C)c1NC(=O)CCCCN,Cc1cccc(C)c1NC(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
O=C(O)COc1ccc(Cl)c(Br)c1,O=C(O)c1ccc(O)c(Cl)c1,c1ccccc1,c1ccccc1
OCCCCCn1nnc2ccccc21,COc1ccccc1c1ccccc1,c1ccccc1,c1ccccc1
C=CCSc1ccccc1,C=Cc1ccccc1,"C=C,CCS,c1ccccc1","C=C,c1ccccc1"
CCC(C)C(NC(=O)C(CCCNC(=N)N)NC(C)=O)C(=O)NC(Cc1ccccc1)C(N)=O,CCC(C)C(NC(=O)C(C(=O)N)C(=C)O)C(=O)N(Cc1ccccc1)C(N)=O,"NC,c1ccccc1","NC,C=C,c1ccccc1"
O=C1C=C(N2CCCC2)C(=O)c2ccccc21,O=C1C=C(O)C(=O)c2ccccc21,"NC,C=C,C=C(C=O),c1ccccc1","C=C,C=C(C=O),c1ccccc1"
C=CCN(CC=C)C(=O)COC(=O)c1ccccc1,C=CC(CC=C)C(=O)NC(=O)c1ccccc1,"NC,C=C,c1ccccc1","NC,C=C,c1ccccc1"
Nc1cncc(N)n1,Nc1ncnc(N)n1,Nc,Nc
CCN(CC)C(=O)OCc1ccccc1,CCN(CC)C(=O)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
CC(=O)N(C)Nc1ccccc1,CC(=O)N(C)c1ccccc1,"NC,c1ccccc1","NC,c1ccccc1"
NCCCCNCCCN,CCCCCCCCC1CCC1,NC,No group
NC(=S)c1ccccn1,NC(=O)Nc1ccccc1,NC,"NC,c1ccccc1"
Nc1ccc(Br)cc1,Nc1ccc(Cl)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
COc1ccc(N)cc1Cl,COc1ccc(N)cc1,"Nc,c1ccccc1","Nc,c1ccccc1"
CC(C)OC(=O)Nc1ccccc1,CC(C)CC(=O)c1ccccc1,"NC,c1ccccc1",c1ccccc1
COc1ccc(C(O)C(=O)O)cc1,COc1ccc(C(=O)C(=O)O)cc1,c1ccccc1,c1ccccc1
O=C(O)c1c(F)cccc1Cl,O=C(O)c1ccc(F)cccc1,c1ccccc1,"C=C,C=C(C=O)"
O=C1NC(=O)NC(=O)C1(C)CC,O=C1NC(=O)NC(=O)NC1(C)C,NC,NC
CC1(C)NC(=O)NC1=O,CC1(C)CC(=O)NC1=O,NC,NC
CCCCNC(=O)c1ccc(S(N)(=O)=O)cc1,CS(=O)c1ccc(S(N)(=O)=O)cc1,"NC,c1ccccc1",c1ccccc1
CCOC(=O)c1ccccn1,CCOC(=O)c1ccccc1,No group,c1ccccc1
NS(=O)(=O)Nc1ccc(NC(=O)NCc2ccccc2)cc1,NS(=O)(=O)c1ccc(NC(=O)c2ccccc2)cc1,"NC,c1ccccc1","NC,c1ccccc1"
